# WORD	TF	IDF	ATTR
泳镜	12.7	11.05	n
粘土	11.96	12.09	n
干草	13.15	15.97	n
酸奶勺	11.46	13.54	n
砂锅	11.23	13.48	n
猪腿骨	11.66	13.44	n
茶叶包	11.47	13.05	n
卸妆棉	11.38	13.2	n
豆浆杯	13.02	9.68	n
测血糖针	12.23	12.07	n
唇釉	11.4	13.63	n
一次性打火机	12.49	10.95	n
马克笔	11.52	13.68	n
棒棒糖棒子	13.7	7.82	n
旧内衣	10.28	15.38	n
牛骨头	13.91	8.38	n
冰棒皮	11.45	13.08	n
冰棒外包装	13.2	14.72	n
活性炭	13.05	10.83	n
滴漏式咖啡	10.04	15.35	n
星巴克咖啡杯	14.6	4.96	n
星巴克塑料杯	12.58	10.74	n
下水道杂物	12.6	10.7	n
电蚊香液瓶	13.46	9.57	n
膨润土猫砂	14.57	5.08	n
油污纸	13.36	14.05	n
稻草	13.47	8.49	n
擦过鼻涕的纸巾	12.4	12.23	n
粘毛滚纸	12.87	10.65	n
酱油袋	13.04	9.62	n
快餐盒	13.08	9.51	n
彩妆	11.9	13.32	n
湿海绵	10.44	15.37	n
羊大骨	12.78	11.42	n
塑料笔杆	11.4	13.63	n
发蜡	12.98	10.75	n
过期护肤品	11.44	13.57	n
发箍	12.2	12.13	n
壁纸	11.37	13.22	n
墙纸	0.74	0	n
薯片袋	11.97	12.06	n
脏抹布	14.24	6.17	n
润肤乳	12.55	11.39	n
脏玻璃瓶	1.13	0	n
外卖盒子	11.14	14.07	n
外卖餐具	11.95	13.09	n
调料包	13.67	9.04	n
辣条包装袋	13.64	8.01	n
储奶袋	12.63	11.53	n
玉米衣	13.06	16.32	n
电动牙刷刷头	11.79	12.43	n
扇贝壳	12.4	11.14	n
过期防晒霜	12.56	10.79	n
塑料打包盒	13.55	8.26	n
透明打包盒	1.13	0	n
密封袋	12.14	11.71	n
食品密封袋	11.74	12.54	n
食品保鲜袋	12.45	11.03	n
榛子壳	10.29	15.36	n
气垫膜	12.2	12.41	n
碧然德过滤芯	13.24	9.11	n
粘尘纸	11.59	13.29	n
过滤袋	0.99	0	n
炼乳壳	12.68	11.09	n
装蔬菜的塑料袋	13.19	10.5	n
脚趾甲	13.75	7.68	n
胶画	0.73	0	n
油画刷	10.25	15.42	n
墨胆	13.59	8.84	n
墨囊	11.83	12.86	n
脏卸妆棉	12.66	10.54	n
痘痘贴	12.83	10.15	n
甲鱼壳	11.87	12.28	n
自热火锅加热包	13.2	17.04	n
酸奶杯盖	11.29	13.83	n
净化器滤芯	13.47	9.16	n
纸巾袋	11.44	13.55	n
艾灸贴	13.41	9.7	n
便纸	13.03	17.38	n
双眼皮贴	13.3	14.32	n
包裹着猫屎的塑料袋	11.89	13.02	n
粉笔	12.76	10.91	n
蜡烛包装	14.27	7.35	n
麻绳	11.98	12.56	n
卫生巾外包装	13.69	7.84	n
豆腐盒	14.49	11.55	n
卫生巾包装袋	12.7	11.06	n
海绵蛋	13.2	9.85	n
纸皮核桃	9.99	15.42	n
卷筒纸外包装	11.38	13.93	n
牙签塑料盒	12.57	10.75	n
醋包	11.66	12.69	n
醋袋	12.5	10.93	n
食品塑料盒	10.61	14.91	n
复印机	12.65	10.58	n
点心盒	13.78	12.14	n
纸巾盒	12.24	11.5	n
牛奶盒	11.53	12.93	n
饮料利乐包装	11.78	12.45	n
冰淇淋盒	10.02	15.38	n
果冻杯	13.33	8.86	n
气泡缓冲材料	10.42	15.39	n
废弃塑料文具	13.9	8.9	n
碎玻璃片	13.52	9.42	n
其他玻璃制品	14.06	7.95	n
其他金属制品	13.66	7.93	n
皮带	13.83	7.43	n
卫生巾外层薄塑纸	11.73	13.05	n
香水瓶	13.74	7.72	n
食品空罐头瓶	10.87	14.09	n
旧书包	13.04	16.4	n
旧手提包	13.21	9.19	n
旧鞋子	11.04	13.82	n
旧塑料篮子	12	12.82	n
旧玩偶	11.18	13.58	n
玻璃壶	14.04	8.02	n
旧铁锅	1.01	0	n
不锈钢垃圾桶	1.16	0	n
旧帽子	14.4	6.94	n
旧夹子	13.67	7.9	n
废锁头	13.44	8.57	n
雨伞骨架	11.54	13.38	n
旧纸袋	14.25	6.13	n
旧玩具	12.23	11.51	n
办公用纸	13.63	8.02	n
广告用纸	12.53	10.85	n
暖水瓶	11.19	14	n
废弃衣服	11.93	12.65	n
桌布	13.07	15.25	n
铁皮罐头包装	13.1	10.46	n
报废车辆	13.28	8.99	n
家电家具	13.71	8.52	n
玻璃烟灰缸	12.47	11.55	n
泡沫箱	14.12	6.54	n
墨水瓶	11.84	13.11	n
塑料垃圾桶	10.29	15.37	n
塑料饮料杯	12.39	12.04	n
吸铁石	11.95	12.63	n
塑料假花	13.49	9.51	n
指南针	12.92	9.92	n
自行车轮胎	0.91	0	n
竹签	12.31	11.89	n
钉子	14.27	6.08	n
地板砖	10.03	15.36	n
塑料壳	12.08	11.83	n
护肤品玻璃罐	14.5	5.3	n
奶粉罐	12.36	11.79	n
玻璃杯	12.06	12.4	n
塑料瓶瓶盖	13.49	9.12	n
废旧电子产品	12	12.53	n
鞋垫	12.91	10.92	n
过滤网	11.47	13.04	n
银行卡	11.99	12.54	n
剃须刀	13.38	15.06	n
广告纸片	12.8	10.83	n
杂志	12.32	11.88	n
吹风机	12.17	11.64	n
菜刀	13.86	7.36	n
刀片	13.84	7.4	n
塑料桶	13.31	9.58	n
塑料日用品	13.09	10.5	n
塑料餐具	14.15	8.2	n
铁钉	11.21	13.52	n
塑料纸	12.2	13.06	n
插座	13.63	12.83	n
充电装置	13.36	8.78	n
数据线	13.06	10.56	n
充电宝	13.99	7.72	n
砖头	11.9	12.22	n
水泥砖	0.89	0	n
保温瓶	10.77	14.26	n
矿泉水桶	13.37	10.05	n
雪碧瓶	0.69	0	n
废旧木柴	13.6	8.83	n
保温袋	12.3	11.36	n
铁盒	12.72	10.41	n
插线板	12.03	12.47	n
抗光屏	12.7	11.04	n
幕布	11.71	12.58	n
空气净化器过滤网	11.55	12.89	n
化妆品瓶	14.11	6.6	n
抱枕	12.34	11.28	n
指甲钳	12.2	12.41	n
未被污染的输液瓶	12.24	12.05	n
未被污染的输液袋	0.95	0	n
养乐多瓶	10.92	14.02	n
溜冰鞋	12.64	10.6	n
废电路板	13.83	7.43	n
藤条	0.9	0	n
棕榈蜡	13.64	7.99	n
无纺布包	12.17	12.19	n
洗面奶瓶	14.09	7.86	n
木板	12.32	11.32	n
铝箔纸	13.15	10.36	n
铁制品	14.36	7.07	n
铝制品	12.37	11.21	n
铜制品	12.72	10.41	n
泡沫塑料	12.98	9.78	n
可乐罐	11.25	13.89	n
雪碧罐	12.39	11.17	n
可口可乐瓶	13.93	14.35	n
电饭煲	13.43	13.74	n
塑料玩具	12.27	11.97	n
护发素瓶	14.36	7.06	n
洗衣液瓶	14.32	5.91	n
被单	1.22	0	n
毛毯	14.08	6.68	n
皮包	12.54	10.83	n
皮具	13.52	8.33	n
食用油桶	13.09	9.5	n
绳子	12.27	11.97	n
台历	10.82	14.18	n
塑料衣架	1.12	0	n
铝膜	13.16	9.32	n
塑料水管	11.64	12.72	n
铁管	12.93	10.52	n
铜管	12.89	10	n
塑复钢管	11.08	13.74	n
铝塑复合管	11.69	12.63	n
金属管	13.6	8.11	n
红酒瓶	13.77	7.63	n
香槟瓶	12.82	10.17	n
白酒瓶	13.24	9.1	n
可乐瓶瓶盖	11.38	13.68	n
电动玩具	12.94	10.5	n
眼镜架	10.05	15.34	n
镜片	11.18	13.57	n
照相机	12.67	10.53	n
塑料花盆	12.41	11.13	n
无纺布手提袋	12.62	11.23	n
iPad	12.88	10.63	n
墨汁瓶	12.03	12.75	n
作业本	12.4	12.23	n
扫地机	11.13	14.09	n
化妆水瓶	12.98	10.4	n
护肤品瓶	13.27	10.05	n
护肤乳液瓶	10	15.41	n
酱油瓶	1	0	n
钢琴	13.49	8.41	n
项链	13.21	9.84	n
手链	14.08	7.45	n
手镯	11.43	13.59	n
耳环	11.89	12.24	n
电脑包	11.08	14.17	n
公文包	12.35	11.25	n
钟表	12.88	10.01	n
电吹风	12.03	12.46	n
碎玻璃制品	11.74	13.29	n
主板	13.53	9.4	n
塑料包装纸盒	13.58	8.17	n
金属香炉	13.91	12.74	n
铅球	13.47	8.49	n
脸摩仪	13.1	16.18	n
脉动饮料瓶	12.66	11.15	n
跑步机	12.7	10.46	n
沐浴露瓶	13.69	7.84	n
螺钉	11.69	13.38	n
糖果罐	13.61	9.19	n
雨鞋	12.52	11.45	n
烧水壶	12.27	11.43	n
摄像头	14.32	5.9	n
电冰箱	12.72	11	n
路由器	12.91	9.95	n
扫地机器人	14.6	4.95	n
晾衣架	12.45	11.04	n
糖果盒	11.69	13.12	n
电话机	10.26	15.41	n
地毯	12.25	12.03	n
小提琴	13.8	13.89	n
塑料架	14.1	7.39	n
保温杯	12.9	9.96	n
月饼盒	12.41	11.12	n
酒精瓶	0.82	0	n
座椅垫	0.74	0	n
蛋挞盒	10.42	15.39	n
纸质卡片	13.28	8.99	n
移动硬盘	13.1	16.18	n
硅胶玩具	14.57	6.42	n
麦当劳纸袋	12.02	11.97	n
爽肤水瓶	13.62	9.17	n
有机玻璃	12.71	11.02	n
电热毯	12.89	10	n
真空压缩袋	13.64	14.59	n
台灯	11.96	12.09	n
螺丝	14.03	6.84	n
尼龙袋	11.85	12.82	n
蛇皮袋	13.74	7.72	n
食品保鲜盒	12.54	11.4	n
乳液罐	12.51	10.89	n
玻璃放大镜	0.72	0	n
窗玻璃	13.04	16.96	n
螺丝刀	11.74	12.54	n
木积木	0.9	0	n
砧板	11.92	12.67	n
电子血压仪	0.9	0	n
塑料饭盒	12.44	11.05	n
木凳	1.23	0	n
木椅	10.05	15.34	n
靠垫	11.68	13.13	n
靠枕	12.66	11.68	n
遥控器	11.88	12.26	n
手办	1.24	0	n
收音机	14	6.92	n
奶茶塑料盖	13.19	15.81	n
铃铛	11.42	13.6	n
棉布	12.85	10.7	n
名片	11.13	13.66	n
咖啡隔热纸	13.64	7.99	n
毛线	12.9	9.97	n
塑料梳子	13.19	9.22	n
旧锁	11.79	12.92	n
电瓶	10.35	14.91	n
纱线手套	12.7	11.05	n
不锈钢杯子	14.63	4.86	n
不锈钢勺子	12.84	10.11	n
乐扣乐扣	13.99	6.96	n
木质拼板	10.3	15.35	n
键盘	11.38	13.21	n
眼霜罐	12.19	11.61	n
马桶盖	12.36	12.3	n
饮料瓶盖	12.23	12.07	n
玻璃锅盖	13.52	8.33	n
棉花被	13.34	15.23	n
防晒衣	10.26	15.41	n
游戏手柄	11.89	13.01	n
擀面杖	13.08	15.23	n
交通卡	14.62	4.9	n
地铁票	12.92	9.92	n
灭火器	12.69	10.49	n
脸盆	13.1	9.46	n
脚盆	13.52	9.04	n
洗脸仪	12.53	11.74	n
弹簧	12.19	11.61	n
电动剃须刀	12.88	11.2	n
充电牙刷	14.28	7.6	n
电炖锅	13.82	7.48	n
热水袋	1.22	0	n
充电热水袋	13.81	7.51	n
玻璃碎片	11.59	12.83	n
废钥匙	12.69	11.07	n
显卡	12.69	11.62	n
高跟鞋	11.78	12.45	n
干净饮料瓶	12.49	10.94	n
废报纸	14.02	8.06	n
旧被单	13.96	13.63	n
布鞋	11.51	13.44	n
废旧吸铁石	1.21	0	n
冰红茶利乐包装	13.49	9.5	n
花露水瓶	13.9	7.24	n
金属瓶盖	13.13	15.02	n
香烟壳	11.92	12.68	n
黄金	11.74	13.01	n
金手链	11.56	13.35	n
金项链	13.57	8.19	n
金戒指	11.3	13.35	n
热水瓶	13.24	9.11	n
脚垫	11.49	13.48	n
钢化玻璃	11.97	12.59	n
纸质杯套	13.58	14.21	n
塑料杯套	11.51	13.44	n
衬衫	13.69	8.97	n
星巴克纸袋	11.33	13.3	n
泡沫板	10.26	15.41	n
木梳	12.06	11.89	n
木条	0.7	0	n
木棍	12.65	10.58	n
簪子	12.85	10.7	n
鼓棒	13.78	7.59	n
奥特曼玩具	14.04	6.79	n
洗手液瓶	13.48	9.53	n
滑板	11.19	14	n
牛仔裤	13.13	10.04	n
电源插头	11.85	12.32	n
信纸	12.46	11.01	n
蜂蜜罐	12.38	11.74	n
画框	11.06	14.2	n
洗涤液瓶	12.9	10.58	n
二手手机	0.79	0	n
腰带	10.26	15.41	n
电动卷发棒	14.11	7.81	n
洗洁精瓶	12.33	11.85	n
除湿机	11.41	13.61	n
拖把桶	14.25	7.39	n
枕套	13.1	15.14	n
台布	13.74	8.86	n
布艺窗帘	12.94	9.87	n
软玻璃	13.42	9.29	n
水晶板	11.46	13.52	n
塑料收纳盒	14.55	5.14	n
钨丝灯	11.57	13.33	n
鲜奶盒	13.8	14.34	n
美工刀	11.7	12.6	n
球鞋	11.66	12.69	n
运动鞋	11.51	13.71	n
草稿本	13.19	14.78	n
鞋带	11.69	13.11	n
干发帽	0.71	0	n
铝箔袋	13.94	11.38	n
衣服吊牌	12.88	10.01	n
纸质礼品盒	12.47	10.98	n
易拉罐拉环	11.93	12.65	n
铁调羹	12.66	11.15	n
铁盒子	12.93	9.89	n
木筷	14.64	6.2	n
浴帘	12.5	12.29	n
泳帽	12.47	11	n
泳衣	14.64	4.82	n
电动保温箱	12.07	12.67	n
起钉器	14.58	6.37	n
消费卡	12.58	11.65	n
会员卡	12.13	11.74	n
密胺餐具	0.77	0	n
啤酒罐	13.31	8.92	n
塑料晾衣杆	11.95	12.1	n
金属零件	11.87	12.27	n
布娃娃	12.73	10.38	n
皮夹	13.72	13.6	n
旧布鞋	14.81	5.11	n
金子	12.39	11.18	n
金器	11.75	12.99	n
拉杆箱	13.6	9.22	n
金属钥匙扣	12.33	11.3	n
午餐肉罐头	11.67	13.43	n
帆布包	12.43	11.09	n
帆布袋	13.53	8.32	n
变形金刚	13.81	7.51	n
皮质钱包	12.4	11.71	n
钢化膜	11.6	13.28	n
肯德基纸袋	10.55	15.35	n
纸牌	13.65	9.54	n
旧拖鞋	11.97	12.58	n
塑料酸奶盒	0.9	0	n
剃须刀片	12.12	12.58	n
老干妈瓶子	13.74	8.45	n
塑料薄膜	11.31	14.21	n
洁厕灵瓶子	12.47	10.99	n
网线	13.29	9.63	n
耳钉	12.41	11.12	n
钻石	13.65	7.96	n
海报	12.77	11.74	n
旧枕头	11.75	12.52	n
亚克力板	0.84	0	n
牛奶瓶	11.44	13.55	n
衣服干洗剂瓶	11.57	13.33	n
速冻食品保温袋	13.42	13.79	n
泡沫保温箱	13.69	15.14	n
玩具盒	10.28	15.38	n
玩具塑料盒	13.35	9.86	n
矿泉水瓶盖	12.24	12.05	n
垃圾箱	12.9	10.6	n
望远镜	11.4	13.17	n
太空望远镜	11.27	13.86	n
铁丝	12.9	9.96	n
铜丝	12.56	10.78	n
金属门吸	13.32	16.83	n
吸门器	0.69	0	n
瑜伽垫	13.02	10.3	n
旧瑜伽垫	13.76	7.65	n
纸袋子	13.07	10.54	n
塑料膜	11.95	12.1	n
铁罐	12.34	11.83	n
鸡蛋盒	13.98	7.77	n
隐形眼镜包装盒	0.78	0	n
拍拍净瓶罐	0.7	0	n
喜糖铁盒子	14.19	7.58	n
废旧报纸	13.59	8.86	n
磁带播放器	13.06	15.31	n
说明书	13.81	8.66	n
纸质印刷品	13.23	9.12	n
啤酒盖	14.1	6.63	n
接线板	10.09	15.29	n
排插	14.05	7.99	n
星巴克杯托	0.72	0	n
磁铁	11.7	13.09	n
料酒瓶	13.11	15.09	n
木质拖把杆	0.99	0	n
金属拖把杆	12.75	10.34	n
小木棍	11.3	13.35	n
硬板纸	13.26	9.72	n
旧皮鞋	13.58	8.17	n
巴黎水玻璃瓶	13.11	9.43	n
自拍杆	14.63	4.85	n
置物架	12.42	11.1	n
球拍	13.42	8.61	n
过期药品	13.17	9.28	n
节能灯（含水银）	12.01	11.98	n
LED 灯（含水银）	13.73	7.73	n
调色板	13.63	8.02	n
过期的胶囊药物	12.5	10.93	n
煤气罐	12.07	12.38	n
油画颜料	14.33	10.74	n
油画颜料软管	12.56	11.69	n
染发膏	12.76	10.32	n
钮扣电池	0.7	0	n
废旧小家电	10.27	15.39	n
打印机墨盒	13.02	10.3	n
针头	12.07	11.87	n
针筒	12.16	11.68	n
药片包装	11.63	13.21	n
药品包装袋	11.73	12.55	n
板蓝根冲剂	12.29	11.38	n
过期感冒药	13.82	8.23	n
指甲刀	12.43	11.09	n
连衣裙	14.6	4.98	n
西装	12.9	10.6	n
外套	12.82	10.77	n
毛针织衫	13.87	7.31	n
毛衣	12.16	12.7	n
风衣	14.2	7.55	n
休闲裤	13.19	14.78	n
卫衣	11.11	14.12	n
女装	13.33	8.85	n
皮衣	12.4	11.14	n
羽绒服	11.45	13.55	n
皮草	11.13	14.09	n
旗袍	11.76	12.97	n
汉服	11.18	14.25	n
打底裤	12.89	10.62	n
婚纱礼服	11.6	12.8	n
马夹	0.91	0	n
牛仔外套	11.46	13.52	n
棉衣棉服	13.29	15.41	n
POLO衫	10.25	15.41	n
皮夹克	14.02	8.06	n
棒球服	12.85	10.09	n
情侣装	11.13	14.09	n
船袜	12.79	10.25	n
衣物包装袋	11.7	13.1	n
睡袍	11.99	12.02	n
塑身衣	14.39	5.67	n
女鞋	12.6	10.68	n
男鞋	10.55	14.99	n
靴子	1.17	0	n
小白鞋	12.51	11.48	n
帆布鞋	12.58	10.73	n
增高垫	12.51	11.47	n
鞋靴	13.18	9.25	n
箱包	11.7	13.37	n
女包	11.83	12.86	n
双肩包	11.96	12.6	n
钱包	11.73	12.55	n
手工皮具	13.29	8.96	n
旅行箱	13.1	17.12	n
围巾	13.48	8.44	n
丝巾	13.93	8.33	n
普通手套	12.95	10.81	n
手工皮带	13.58	13.07	n
草帽	13.54	8.27	n
牛肉	12.82	10.17	n
自行车	12.6	11.59	n
月子服	10.25	15.42	n
待产包	11.5	13.46	n
睡袋	12.79	10.25	n
尿不湿	13.26	10.09	n
婴儿床	14.19	6.32	n
树干	13.05	10.22	n
肉肠	12.78	10.87	n
果肉条	0.71	0	n
奶片	11.55	12.89	n
渣女	12.84	10.73	n
前女友	11.78	12.45	n
益生菌	12.63	10.62	n
维生素片	11.71	12.58	n
生活电器	11.69	13.38	n
厨房电器	0.8	0	n
空气净化器	13.65	8.68	n
吸尘器	11.18	13.57	n
取暖器	0.68	0	n
豆浆机	12.65	11.16	n
榨汁机	13.04	10.61	n
足浴盆	11.73	13.05	n
卷发器	13.03	9.64	n
按摩器材	12.69	11.4	n
蓝牙耳机	12.88	10.64	n
蓝牙音响	13.19	9.22	n
加湿器	1.02	0	n
暖风机	13.18	9.27	n
游戏主机	10	15.41	n
游戏机	12.79	10.23	n
塑料	11.81	12.38	n
鼠标键盘	12.5	11.5	n
 单反相机	11.16	14.04	n
数码相机	1.06	0	n
小米手环	10.91	14.03	n
苹果手表	12.91	10.56	n
风车	13.29	9.63	n
海贼王手办	12.53	11.43	n
渣男	13.31	14.27	n
精华液瓶	13.57	8.21	n
酸奶盒子	12.52	12.45	n
酸奶盒	0.74	0	n
旧篮球	11.72	12.57	n
旧足球	14.98	7.23	n
乒乓球拍	13.94	7.1	n
苍蝇拍	14.02	6.87	n
呕吐	11.42	13.13	n
呕吐物	12.52	11.45	n
纸质包装盒	10.06	15.33	n
头盔	11.66	12.68	n
塑料包装盒	11.85	12.82	n
玛咖	11.51	13.44	n
钻戒	13.83	8.61	n
铂金戒指	0.74	0	n
翡翠首饰	12.69	10.49	n
铂金	13.44	13.71	n
银首饰	11.34	13.28	n
黄金首饰	12.75	10.34	n
彩色宝石	13.31	16.32	n
情侣对戒	0.75	0	n
3D眼镜	12.87	10.05	n
眼镜片	12.87	10.04	n
运动手表	11.86	13.08	n
陶瓷表	14.61	7.9	n
儿童表	10.01	15.4	n
怀表	13.99	12.35	n
瑞士表	14.61	4.93	n
表带（钢带）	12.52	11.98	n
眼镜盒	11.72	12.57	n
眼镜布	12.8	10.82	n
鱼线	13.91	8.39	n
登山包	12.45	11.03	n
帐篷	12.47	10.99	n
鱼竿	0.7	0	n
馍	11.94	12.92	n
山地车	10.44	15.36	n
烧烤架	13.81	7.5	n
使用过的煤炭	10.5	15.06	n
单车零件	10.39	15.23	n
电子琴	13.14	10	n
尤克里里	14.72	4.53	n
架子鼓	11.94	12.92	n
铜锣	12.65	10.57	n
口琴	11.77	12.96	n
古筝	11.07	14.19	n
二胡	12.84	10.74	n
葫芦丝	13.78	8.32	n
陶笛	12.64	10.6	n
琵琶	10.6	14.92	n
萨克斯	11.67	13.43	n
笛子	12.37	12.56	n
非洲鼓	11.47	13.51	n
贝斯	11.41	13.62	n
节拍器	11.09	14.16	n
电吉他	12.99	10.73	n
音箱	11.76	12.49	n
游戏手办	12.53	10.86	n
洋娃娃	12.1	12.32	n
高达模型	13.93	7.13	n
cosplay服装	12.78	10.86	n
海参	11.5	13.89	n
鸡蛋盘	14.12	6.55	n
蓝莓	12.59	10.72	n
海鲜	13.39	8.69	n
中秋月饼	12.89	10.61	n
零食大礼包袋	14.6	4.95	n
零食大礼包盒	13.37	16.8	n
包装盒	11.63	12.74	n
包装盒（药品）	12.84	11.3	n
包装袋（药品）	12.27	11.44	n
巧克力	0.91	0	n
床架	12.14	12.54	n
绿豆	13.1	9.46	n
锅巴袋	12.77	11.23	n
零食袋	12.66	10.54	n
海苔袋	14.1	7.84	n
猪肉脯	13.91	8.39	n
猪肉脯袋	11.07	14.19	n
糖果袋	12.88	10.01	n
手撕面包	12.03	11.94	n
罗汉果	10.9	14.05	n
山楂片	14.01	6.91	n
打火机	12.8	10.22	n
盆栽植物	10.3	15.35	n
羊奶粉	13.04	16.4	n
月季花	11.07	14.19	n
绣球	12.86	10.08	n
宠物衣服	12.56	11.35	n
航空箱	11.63	13.21	n
鱼缸	11.66	12.69	n
剃毛器	13.22	9.82	n
宠物笼	12.81	10.18	n
猫砂	13.31	16.64	n
猫砂盆	12.36	11.23	n
除草剂瓶	11.8	12.9	n
杀虫剂包装	12.38	11.19	n
杀菌剂	11.7	12.6	n
杀菌剂包装	11.21	13.51	n
种子	12.57	10.77	n
树苗	1.08	0	n
果树苗	12.22	11.55	n
农具	10.02	15.38	n
畜牧药品	14.16	6.43	n
兽药	12.21	12.11	n
驱虫药	12.56	11.37	n
驱虫药包装物	13.49	15.22	n
电钻	12.77	10.88	n
气钉枪	0.82	0	n
电锯	11.92	12.68	n
抛光机	13.13	15.04	n
磨砂机	10.93	14	n
焊接设备	12.4	11.15	n
扳手	12.52	10.87	n
钳子	12.28	12.47	n
挫、刨	13.37	8.76	n
打磨机	0.93	0	n
角磨机	13.27	9.68	n
废旧电锯片	13.84	8.17	n
废旧电锤	12.7	11.04	n
废旧云石片	12.44	11.62	n
电动螺丝批	11.67	12.67	n
废旧测电笔	10.26	15.41	n
废旧电子钳	11.38	13.2	n
废旧电烙铁	13.74	7.72	n
废旧电子焊接工具	11.68	13.14	n
玫瑰	10.06	15.33	n
断路器	12.17	12.19	n
购物小票	12.27	11.98	n
废旧电器开关	13.86	8.51	n
废旧布线箱	12.18	12.16	n
废旧转换器	12.27	11.97	n
废旧断路器	12.07	11.86	n
废旧插座	12.71	11.36	n
废旧监控器材	13.53	9.02	n
废旧防盗报警器材	11.96	12.09	n
废旧建材	14.26	7.38	n
纸巾	0.71	0	n
马桶垫	13.5	14.56	n
门帘	12.28	11.95	n
客厅灯	1.05	0	n
LED灯泡	13.39	8.69	n
实木地板	12.31	11.9	n
指纹锁	12.68	11.81	n
 防盗锁	10.29	15.36	n
面	11.82	12.36	n
面粉	12.68	10.5	n
门	12.9	9.97	n
铁门	10.28	15.37	n
榻榻米	12.32	11.32	n
瓜皮果壳	13.97	7.03	n
电视柜	13.34	9.5	n
衣柜	13.67	12.66	n
鞋柜	13.04	18.02	n
板凳	12.39	11.72	n
凳子	12.42	11.11	n
书桌	10.27	15.39	n
电脑桌	13.64	9.11	n
真皮沙发	12.46	11.02	n
实木沙发	11.13	14.1	n
书架	10.02	15.38	n
花架	12	12.01	n
电脑椅	14.44	5.51	n
电竞椅	12.03	11.95	n
沙发垫	10.03	15.36	n
十字绣	11.17	14.03	n
地垫	10.32	15.32	n
缝纫机	11.03	14.26	n
茶几桌布	13.79	12.08	n
油画	0.74	0	n
玻璃贴纸	12.84	11.08	n
烟斗	13.53	8.32	n
相框	13.54	8.29	n
夏凉被	10.26	15.04	n
电子烟	12.12	11.76	n
电子烟盒	1.22	0	n
褥子	14.28	7.3	n
U型枕	13.16	9.31	n
天丝被	13.27	9.02	n
毛巾被	11.95	12.62	n
记忆枕	12.61	11.26	n
粗布	10.31	15.34	n
蚊帐	13.45	8.52	n
电子烟油	10.36	14.9	n
空调毯	11.91	12.69	n
冰丝席	11.93	12.14	n
藤席	11.87	12.78	n
宫廷蚊帐	12.67	11.11	n
油画笔	13.03	15.42	n
汽车	11.49	13.47	n
二手汽车	13.25	9.74	n
车载空气净化器	12.78	10.27	n
废旧脚垫	11.43	13.59	n
后备箱垫	14.09	6.65	n
安全座椅	12.77	10.29	n
儿童座椅	12.85	10.71	n
门锁	13.19	9.22	n
废旧行车记录仪	12.43	11.08	n
废旧手机支架	10.76	14.27	n
废旧车载导航	11.05	14.21	n
废旧安全预警仪	1.21	0	n
后视镜导航	11.64	12.73	n
轮胎	12.88	10.97	n
贴膜	10.25	15.42	n
汽车贴膜	13.56	8.22	n
手机贴膜	11.77	12.96	n
废旧车载吸尘器	12.14	12.55	n
车蜡	13.47	16.26	n
废旧洗车机	13.11	9.45	n
轮胎报警器	12.37	11.22	n
废旧车载充电器	13.4	8.66	n
疝气灯	13.29	10	n
叉子	13.24	9.09	n
车灯	12.95	10.82	n
雨刮	12.95	10.48	n
空调滤芯	10.42	15.39	n
请帖	13.18	9.9	n
车挂	13.74	8.84	n
安全锤	0.78	0	n
废旧打印机	14.01	8.09	n
废旧一体机	11.06	14.2	n
废旧复合机	10.28	15.38	n
3D打印机	12.52	10.87	n
废旧投影机	13.42	9.31	n
废旧收音机	11.76	12.97	n
废旧收银机	13.6	9.22	n
收银纸	11.79	12.44	n
电子面单机	10.29	15.36	n
考勤门禁	13.84	7.41	n
废旧保险箱	10.9	14.05	n
会议白板	13.61	8.07	n
无线网卡	13.26	9.71	n
WIFI放大器	11.63	13.21	n
无线呼叫器	13.59	8.15	n
格子间	10.25	15.06	n
理线器	12.22	11.55	n
计算器	11.7	13.37	n
荧光告示贴	1.2	0	n
翻译笔	12.46	11.02	n
文件收纳	12.07	12.68	n
本册	13.01	15.5	n
碎纸机	12.07	12.68	n
水晶奖杯	14.45	5.49	n
胸牌工牌	11.22	13.5	n
奖杯	11.85	13.09	n
软陶人偶	11.41	13.61	n
自封袋	12.5	12.29	n
飞机盒	11.56	13.34	n
万用表	12.87	10.66	n
废旧螺丝刀	13.34	8.84	n
电动螺丝刀	9.99	15.42	n
管钳子	0.98	0	n
无尘锯	12.43	11.07	n
电焊机	11.31	13.34	n
发电机	13.26	10.08	n
快排阀	0.72	0	n
增压泵	13.83	8.2	n
钢珠	12.03	12.46	n
测距仪	12.87	11	n
水平仪	12.82	10.16	n
传感器	13.73	8.46	n
电容器	13.89	7.26	n
单片机开发板	12.9	9.97	n
智能小车	11.43	13.59	n
机器人套件	14.03	7.6	n
GPS	10.51	15.05	n
碟子	12.93	9.89	n
创可贴	13.45	8.52	n
茶杯	12.8	10.22	n
收纳箱	11.76	12.98	n
药箱药盒	11.42	14.03	n
花菜	12.96	9.81	n
桂花	12.37	11.78	n
花草茶渣	11.47	13.04	n
花蛤肉	12.1	11.8	n
花甲粉	14.34	5.86	n
花螺	13.34	9.89	n
花苗	0.87	0	n
海棠花	12.29	11.38	n
菊花	14.38	7.02	n
金银花	11.64	12.73	n
葵花子	13.25	9.08	n
葵花籽壳	10.25	15.41	n
枯萎花朵	14.67	6.09	n
