# WORD	TF	IDF	ATTR
食品盒	12.63	11.53	n
手机充电线	13.05	10.24	n
硫酸	13.71	8.52	n
椰汁盒	12.67	11.11	n
小内裤	11.9	12.71	n
硬币	11.14	14.07	n
牌	12.8	10.22	n
瓜子瓤	14.19	7.13	n
牛奶	13.67	7.92	n
湿纸	12.2	12.13	n
食物	13.66	7.95	n
干冰袋	12.12	12.29	n
饮料	13.54	8.29	n
粪便	11.62	13.25	n
粪便纸	13.01	10.33	n
屎	11.29	13.83	n
快餐	12.1	11.79	n
食品袋	13.5	13.42	n
香肠包装袋	10.02	15.39	n
塑料挂钩	11.55	13.37	n
白纸	12.94	9.87	n
龙虾	12.67	10.53	n
用过的避孕套	12.92	9.93	n
上海豆花	14.39	5.68	n
丸子森	13.09	10.48	n
塑料杯子	1.07	0	n
旧避孕套	12.68	11.1	n
小龙虾	12.71	10.42	n
红酒	11.12	14.11	n
鸡旦壳	12.36	11.24	n
旦壳	11.6	13.55	n
用过的套	12.4	11.71	n
狗骨头	14.53	5.21	n
大便	13.13	9.38	n
狗大便	10.27	15.39	n
用过的保鲜袋	14.36	5.79	n
果壳	13.92	7.93	n
湿保鲜袋	12.12	12.58	n
熟料	14.04	7.57	n
湿电池	14.6	4.95	n
化妆品	11.58	13.31	n
塑料包装	12.2	11.59	n
快递	12.69	11.08	n
狗便	10.01	15.39	n
玉米	13.89	7.26	n
化妆	11.78	12.94	n
线	13.45	9.22	n
牛奶盒子	13.55	9.34	n
鸡蛋壳	13.37	8.75	n
杜蕾斯	12.48	11.85	n
花生	12.18	11.63	n
花生仁	13.82	8.22	n
纸巾包着的西瓜皮	1.21	0	n
龙虾。	13.08	9.52	n
狗	14.14	7.72	n
桃子核	12.69	10.47	n
包装塑料袋	12.71	11.02	n
过期面包	0.94	0	n
眼线液	10.74	14.3	n
小面汤	12.63	11.21	n
大骨头	12.77	11.22	n
饮料盒	12.54	11.4	n
雪糕	12.04	11.92	n
陶瓷碗	11.3	13.36	n
西瓜纸巾	13.31	9.59	n
老鼠	11.55	13.37	n
一号电池	12.93	9.9	n
龙虾壳	13.27	16.08	n
纸张	11.38	13.66	n
虾	14.64	4.81	n
食用油	11.64	13.2	n
洗发水	12.6	10.69	n
泡面	11.89	12.23	n
干电池	13.91	7.95	n
瓶	14.06	7.97	n
玉米棒子芯	13.07	15.26	n
棒子	14.51	5.26	n
废紙	9.99	15.42	n
泡沫	10.28	15.38	n
灯塔	13.47	13.58	n
模型	13.39	9.75	n
感冒灵	13.44	8.55	n
牛奶杯	12.31	11.9	n
蟹壳	12.04	12.44	n
喝过的茶叶	12.52	10.88	n
奶茶杯子	12.9	10.6	n
面膜的袋子	13.48	15.25	n
指甲	13.27	9.03	n
空的矿泉水瓶	13.19	10.25	n
用完的套套	11.68	12.65	n
蛋挞锡纸	0.71	0	n
包着鸡骨头的垃圾袋	14.28	6.05	n
用过的卫生纸	12.45	11.61	n
头发丝	13.24	16.61	n
玩偶	11.7	12.61	n
鼻涕鼻涕	12.65	11.16	n
茶	13.85	8.13	n
酸酸乳	10.64	15.22	n
刀	14.26	6.09	n
脏牛奶盒	13.39	16.3	n
牛奶纸盒	13.18	9.91	n
包装纸	1.22	0	n
镜子	13.78	8.75	n
拖线板	13.78	7.59	n
奶茶盖	1.21	0	n
玉米核	13.46	15.33	n
排泄物	12.99	9.74	n
包装纸瓜子	0.72	0	n
尿布湿	13.85	8.56	n
玻璃水杯	14.35	5.82	n
方便面袋子	13.86	8.52	n
菜根	14.45	5.47	n
小龙虾壳鱼骨	11.19	14.23	n
饮料杯	12.81	10.18	n
瓜子皮皮	0.7	0	n
无汞碱性电池	12.04	12.45	n
药物（西药）	13.12	9.42	n
腐肉	11.36	13.7	n
奶茶杯盖	12.49	11.51	n
炸鸡炸鸡	11.74	13.02	n
大龙虾头	12.59	11.62	n
银币	11.47	13.05	n
浴帽	12.27	11.97	n
手机屏	11.27	13.86	n
肉皮	13.77	8.36	n
奶糖	13.9	7.24	n
笔盒	13.24	10.14	n
布料笔盒	13.77	12.18	n
太阳眼睛	0.69	0	n
泡沫箱子	11.22	13.94	n
吸管袋	0.99	0	n
裙子	13.64	8.72	n
鸡蛋黄	11.87	12.27	n
机顶盒	12.61	11.26	n
撕碎小票	12.29	11.94	n
广告牌	12.19	12.15	n
手环带	13.14	9.36	n
数码宝贝	11.69	12.62	n
方便面的汤	12.62	10.64	n
麦片	1.12	0	n
杯垫	12.31	11.9	n
铁质材料	13.35	8.81	n
卷发棒	10.02	15.38	n
藕粉	12.67	10.53	n
食品包装盒	12.05	11.91	n
鱼丸	13.57	8.91	n
裤衩子	11.24	14.16	n
饮料瓶子	12.02	11.96	n
瓷杯	11.76	13.26	n
苹果电脑	11.93	12.15	n
音响	13.48	8.45	n
铅笔灰	13.68	7.87	n
喇叭	11.25	13.44	n
水饺	11.61	12.79	n
米线	13.38	8.73	n
铁块	14.18	6.35	n
火箭筒	13.34	16.74	n
辣椒粉	13.58	15.55	n
钞票	12.78	11.2	n
里脊肉	11.55	13.37	n
加热包	11.3	13.35	n
航母	11.31	13.34	n
竹筷子	10.04	15.35	n
带有毛发脱毛膏	12.28	12.26	n
电线皮	12.9	9.96	n
红领巾	13.47	9.56	n
橡皮屑	12.61	11.24	n
牛奶瓶子	14.08	11.94	n
油饼	12.59	10.71	n
插座板	12.92	10.53	n
鸭脖子	13.88	8.46	n
中性笔笔芯	12.75	10.93	n
威猛先生	13.2	9.21	n
适配器	12.41	11.99	n
戒指	13.8	7.53	n
钢铁	12.97	9.79	n
滑板车	13.35	8.8	n
窗帘布	13.25	10.11	n
电表	11.13	14.1	n
电表箱	14.03	6.84	n
手巾	13.79	7.57	n
按摩器	12.86	10.06	n
按摩棒	13.3	9.62	n
小闹钟	13.8	8.26	n
桔子	12.92	10.55	n
易拉宝	13.08	9.52	n
沙发椅	11.9	12.71	n
香焦	10.72	15.11	n
火车票	13.04	9.62	n
车票	12.83	10.75	n
旧电脑	13.12	9.41	n
棉手套	12.76	10.3	n
纱手套	13.23	9.13	n
果冻壳	10.25	15.42	n
漂白剂	13.65	8.7	n
漱口水	13.82	7.48	n
听诊器	14.2	7.84	n
百合花	12.82	10.78	n
石棉	11.98	12.57	n
蟹肉	0.8	0	n
鸭血	0.74	0	n
猪血	12.75	10.34	n
百合花束	11.08	13.74	n
骨头汤	13	9.73	n
鸡血	12.17	11.64	n
破旧自行车	12.22	12.09	n
绿豆汤	10.03	15.37	n
血压计	10.04	15.36	n
坏洗衣机	13.1	15.14	n
废电视	12.6	10.7	n
废洗衣机	12.9	10.58	n
宣传纸	13.12	10.05	n
阿莫西林	12.47	11.55	n
风扇叶	13.23	15.65	n
木地板	13.07	16.3	n
移动电源	14.2	7.54	n
插头	14.59	5.01	n
清洁球	11.57	12.85	n
旧电话	11.93	12.66	n
活动扳手	14.56	6.44	n
王老吉瓶	11.71	13.34	n
加多宝瓶	12.61	10.67	n
口香糖盒	13.09	10.49	n
机械键盘	13.12	15.06	n
手绘版	12.63	11.53	n
射灯	11.05	13.79	n
指纹打卡机	13.4	9.35	n
暖壶	11.6	12.8	n
暖壶胆	12.48	11.54	n
电壶	11.33	13.31	n
热得快	13.5	9.47	n
内胆包	13.27	9.02	n
假币	13.05	10.59	n
越南盾	0.72	0	n
泰铢	13.14	16.98	n
高脚杯	12.7	10.45	n
红酒杯	12.72	11.01	n
挖掘机	11.62	12.75	n
电瓶车	11.34	13.73	n
摩托车	14.15	7.69	n
座机	13.84	7.41	n
洗衣板	13.41	9.72	n
手机充电宝	11.25	13.44	n
手机绳	11.76	12.49	n
湿的纸张	13.69	8.57	n
碎片纸张	10.96	13.94	n
受潮的纸张	13.24	9.09	n
小型电风扇	13.08	10.15	n
鸡毛掸子	0.7	0	n
塑料筐	0.76	0	n
苹果渣	13.29	8.96	n
麻将色	12.66	11.15	n
婴儿车	13.37	8.76	n
洋芋	10.71	15.38	n
魔芋	14.33	7.16	n
火腿肠皮	13.36	14.03	n
水银	11.75	12.52	n
汞	13.44	13.71	n
电香片	12.21	11.57	n
冰淇淋碗	13.24	9.76	n
猪尾巴	12.33	11.85	n
纸巾包装	0.69	0	n
咖啡包装袋	14.01	8.09	n
零食袋子	13.88	11.65	n
蛤蜊	13.23	10.16	n
厨房剩菜	0.69	0	n
包着痰的纸巾	10.48	15.1	n
老干妈	11.58	12.84	n
玫瑰花	12.93	10.87	n
纸袋	13.63	8.03	n
酒	14.13	7.75	n
电脑屏幕	14.07	6.71	n
虾汤	14.61	4.93	n
大宝	14	6.92	n
奶盒	13.45	10.19	n
猪	12.54	11.4	n
猫便便	13.92	8.36	n
盒子	13.46	9.19	n
用过的卫生巾	13.71	7.79	n
螃蟹	13.02	10.3	n
冰淇淋外包装	12.12	11.76	n
装酱油的塑料瓶，	14.82	4.2	n
猪骨	0.87	0	n
动物骨头	12.89	9.99	n
肉	13.93	11.42	n
树皮	0.72	0	n
碎灯泡	11.64	12.73	n
海鲜壳	13.32	14.21	n
肉骨头	14.04	12.13	n
剩饭剩菜	12.73	10.98	n
陶瓷杯子	14.62	4.91	n
鲑鱼	12.8	10.82	n
废纸	12.3	11.37	n
壶胆	12.67	10.52	n
石灰	13.05	16.38	n
核桃皮	13.58	8.17	n
脉动瓶	13.15	10.34	n
含喉片	12.28	11.96	n
废旧书	13.46	9.19	n
鲜花的包装纸	11.45	13.55	n
龙虾头	12.79	10.24	n
火腿包装袋	14.16	7.66	n
火锅盒	13.32	8.9	n
烟嘴	13.33	9.53	n
塑料箱	13.42	15.92	n
马桶圈	12.2	12.62	n
玉米外皮	10.06	15.33	n
喜帖	12.61	11.57	n
八宝粥盒	11.93	12.16	n
广告彩页	13.91	7.2	n
橡皮	11.56	12.87	n
彩页	12.42	11.67	n
杯托	13.16	9.32	n
排骨骨头	11.32	13.77	n
早孕试纸	12.61	11.58	n
木块	13.72	14.26	n
装药的盒子	1.18	0	n
装过食品的透明薄塑料袋	13.11	10.09	n
蛋糕盒子	13.24	10.13	n
蛋糕叉子	14.39	5.68	n
哈密瓜皮	13.29	14.34	n
有液体的纸巾	13.55	13.22	n
果冻	12.04	11.93	n
购物票	12.71	10.42	n
茶壶过滤网	12.27	12.48	n
小米粥	13.33	9.91	n
纸质袋	13.77	8.76	n
食品包装	12.38	11.75	n
碎纸机碎过的纸	13.57	8.2	n
过期的感冒药	12.64	11.19	n
水果壳	12.29	11.94	n
水蜜桃	13.17	16.46	n
猪肉骨头	12.08	12.36	n
护唇膏	13.78	12.13	n
煤气瓶	11.9	12.71	n
狗肉	11.5	12.98	n
死老鼠	13.71	9.21	n
过期药品的包装	14.01	8.09	n
豆浆盒	12.88	10.01	n
一次性拖鞋	11.53	13.84	n
消毒棉	12.87	10.04	n
玉米棒子	12.05	12.43	n
花蛤	0.7	0	n
饮料瓶包装	10.31	15.34	n
豚鼠排泄	12.09	12.63	n
包装纸盒	12.04	11.93	n
方便面料包	10.39	15.22	n
可降解塑料袋	12.18	11.62	n
未用完的洗发水	11.76	12.5	n
青椒炒粉条	12.03	12.46	n
饭菜	13	10.7	n
化妆品瓶子	11.44	13.11	n
咖啡袋	11.46	13.54	n
饼干袋	0.71	0	n
碎瓶	13.28	15.44	n
袋子	13.72	7.76	n
瓶塞	12.88	10.98	n
土尘	13.7	7.83	n
废弃温度计	13.3	8.94	n
温度计	12.16	11.68	n
泡沫盒	0.7	0	n
化妆镜	13.34	9.5	n
唇釉瓶	13.68	7.88	n
药品盒	0.91	0	n
奶茶盒	10.52	15.03	n
药品	13.25	9.07	n
脏内裤	11.72	13.06	n
钢铁侠	11.14	14.07	n
美国队长盾牌	10.56	15.34	n
蜘蛛	10.99	14.31	n
农药	11.83	12.85	n
华为	12.22	12.09	n
玻璃渣	14.38	5.7	n
用过的餐巾纸	13.62	14.02	n
云南白药	13.79	8.3	n
沾屎的纸	13.51	9.07	n
钥匙扣	13.21	9.17	n
奶茶的包装	12.2	11.59	n
旧电视	13.45	9.22	n
干纸板	13.79	8.29	n
手纸	12.11	11.78	n
装包子的塑料袋	14.18	6.37	n
牛皮袋	12.71	11.03	n
雨伞	14.2	7.56	n
橡胶拖鞋	12.37	12.28	n
药品袋子	13.33	9.91	n
粉底液	12.06	11.88	n
泡面碗	13.54	8.29	n
木筷子	12.32	11.33	n
饮料纸盒	10.37	15.25	n
珍珠豆	12.18	12.16	n
玻璃碴子	12.29	11.93	n
衣物	12.41	11.12	n
鸡头	13.25	9.07	n
坚果	12.48	10.97	n
被套	11.28	13.84	n
酸奶纸杯	10.97	13.93	n
猪排骨	11.74	12.54	n
粽子叶	13.44	8.55	n
洗发液瓶子	10.85	14.12	n
美容仪	13.35	14.08	n
花草	11.55	13.63	n
皮质书包	12.2	12.43	n
自慰器	13.97	13.12	n
臭鸡蛋	13.93	7.14	n
胶囊的包装	11.15	14.06	n
灌饼	11.13	14.1	n
药品的包装	0.7	0	n
羊骨头	10.01	15.39	n
辣条包装	12.87	10.66	n
死金鱼	10.31	15.33	n
动物毛发	13.48	14.64	n
过期方便面	10.41	15.19	n
鸡腿骨头	12	12.52	n
塑料一次性盒	12.64	10.59	n
皮皮虾	13.22	10.19	n
澳洲大龙虾	13.41	8.64	n
罐头	1.12	0	n
塑料勺子	13.69	8.99	n
油漆罐	14.67	4.71	n
吃过的口香糖	12.26	12	n
笔记本电池	10.02	15.38	n
手提笔记本电池	13.48	8.46	n
黄焖鸡米饭	12.83	10.14	n
锤子	13.55	8.95	n
驱虫喷剂	10.83	14.16	n
西瓜仔	13.91	7.21	n
矿区水瓶	12.3	12.23	n
眼影外壳	12.32	11.32	n
鲨鱼皮	0.75	0	n
毒蘑菇	13.18	10.27	n
蘑菇	13.12	10.43	n
大龙虾	10.03	15.37	n
烂苹果	11.95	12.63	n
硬盘	11.38	13.66	n
零食	11.04	14.23	n
收据用纸	14.6	4.95	n
盐包装袋	11.79	12.92	n
大猪骨头	12.21	11.57	n
熟的玉米棒	12.73	10.39	n
未过期药品	14.55	6.47	n
素描纸	13.66	12.72	n
香芋皮	12.64	10.6	n
充电头	11.21	13.95	n
水壶	11.32	13.77	n
散粉	13.02	9.67	n
剩饭菜	13.95	7.08	n
AJ鞋子	13.68	7.89	n
透明胶带	12.38	11.74	n
颗粒药	13.54	9.97	n
芒果汁	1.06	0	n
塑料刷子	11.49	13.01	n
山楂核	13.12	9.42	n
牛大骨	0.77	0	n
食物袋	11.41	13.61	n
可乐杯子	12.56	10.78	n
零食塑料罐	13.34	9.5	n
中药面膜	13.28	8.99	n
肉干肉脯	12.53	11.42	n
五谷杂粮	13.07	16.85	n
油性笔	13.27	9.02	n
VR眼镜	11.46	13.54	n
储运塑料袋	10.52	15.04	n
手机盒	13.24	10.14	n
掏耳勺	11.97	12.58	n
干香菇	12.63	10.63	n
化肥袋	14.45	6.79	n
避孕套袋	10.35	15.28	n
坚果皮	10.7	15.14	n
吉他弦	13.79	14.72	n
窗帘儿	11.71	12.59	n
剩的饭菜	11.91	12.7	n
安慕希吸管	0.7	0	n
蛋糕包装盒	13.27	9.03	n
一次性纸饭盒	11.14	13.64	n
硬海绵	12.98	10.39	n
纯净水瓶	14.57	10.75	n
坏桃子	13.22	9.15	n
纯奶袋	14.27	7.34	n
腐烂的桃子	12.09	11.82	n
塑料泡沬	11.73	12.56	n
订书机针	12.66	11.13	n
塑料豆浆杯	13.92	7.17	n
食品用脱氧剂	12.43	12.17	n
鸡蛋纸篓	11.8	12.91	n
网袋	12.98	9.77	n
广告页	14.6	4.98	n
小食品包装袋	10.3	15.35	n
牛奶空瓶	0.7	0	n
辣酱玻璃瓶	14.6	4.96	n
打包带	12.67	11.12	n
冷冻食品包装袋	13.42	15.92	n
装剩饭的外卖盒	13.05	10.59	n
甜面酱	11.2	13.54	n
软塑料	13.75	8.83	n
菊花茶	12	12.52	n
塑料绳	14.6	4.95	n
药品外包装盒	10.03	15.37	n
塑料袋装的剩饭	0.71	0	n
膏药贴	12.04	12.44	n
曲别针	12.9	9.97	n
吃完的苹果	12.56	10.79	n
芦荟	12.42	11.11	n
化妆品塑料包装	12.54	10.82	n
擦过嘴的纸	10.54	15	n
凤爪骨头	0.87	0	n
自煮火锅	10.74	14.31	n
用过的包装盒	13.44	8.56	n
玻璃丝	14.5	5.3	n
鸡翅骨	12.8	10.21	n
果粒橙饮料瓶	11.73	13.04	n
纸西瓜皮	1.26	0	n
卫生巾纸	12.2	11.59	n
复印文件	13.05	16.35	n
食品纸袋	13.18	16.43	n
纸质饮料盒	12.06	11.88	n
装着鸡骨头的袋子	13.06	10.57	n
中药包装袋	14.02	6.86	n
污染竹签	13.15	16.58	n
鱼罐头盒	0.93	0	n
牙签牙线	14.23	7.01	n
纸质牛奶袋	13.3	14.32	n
膨化食品包装	13.28	15.47	n
肉夹馍包装纸	13.88	8.05	n
用过的塑料盒	11.73	13.31	n
纱布块	12.57	11.34	n
电子秤配件	12.63	10.63	n
酸奶包装袋	13.81	14.3	n
胶囊药	11.37	13.24	n
胶囊药包装	12.42	12.18	n
手机充值卡	13.49	13.49	n
硅胶杯垫	13.46	9.58	n
塑料米袋	13.55	8.97	n
肥皂包装袋	0.74	0	n
受潮纸张	14.93	5.22	n
布艺沙发	12.97	9.79	n
宠物毛发	12.73	11.32	n
用过A4纸	11.21	13.96	n
LED灯管	11.61	13.26	n
桃皮	10.46	15.13	n
吸管纸袋	11.74	13.01	n
小纸条	11.67	12.66	n
铁丝球	0.71	0	n
玉器	13.65	7.97	n
玻璃渣子	14.35	6.65	n
中成药袋	12.48	11.54	n
编织绳	11.68	13.14	n
纸卡	13.91	7.95	n
油笔	11.72	12.57	n
药包装袋	14.03	7.61	n
防晒霜外壳	10.05	15.34	n
花杆	12.11	12.31	n
树杆	13.33	9.53	n
醪糟	13.29	9.64	n
塑料书皮	12.57	10.75	n
眼霜瓶	13.21	9.19	n
外卖剩饭	10.42	15.18	n
彩票	11.96	12.6	n
废旧刀片	14.18	12.62	n
烂布条	13.04	16.42	n
纺织品	11.89	12.73	n
一次性口杯	13.58	13.06	n
槟榔渣	12.16	12.21	n
槟郎	10.48	15.09	n
过滤纸	12.83	10.14	n
益达	10.57	14.97	n
炫迈	13.87	8.06	n
塑料尺	12.23	12.57	n
降温贴	10	15.41	n
笔杆	11.51	12.96	n
吐司袋	11.8	12.9	n
旧锅铲	13.82	8.21	n
洗面扑	14.14	7.28	n
唇刷	10.95	13.96	n
面扑	12.62	10.64	n
购物券	12.29	11.4	n
茶叶包装	13.82	7.48	n
药片包装袋	13.77	7.61	n
打印纸包装袋	14.3	7.26	n
卫生纸的外包装	13.58	8.87	n
大骨汤	13.12	10.05	n
旧抹布	14.19	7.12	n
薯片包裝	11.37	13.24	n
胶水瓶子	12.17	11.65	n
食品干燥	12.59	10.71	n
胡辣汤	13.3	15.36	n
药片板块	10.26	15.4	n
粘着胶带的快递盒	13.91	7.19	n
利乐枕	11.91	12.7	n
塑料碎片	14.33	5.87	n
早餐包装袋	13.94	7.12	n
膏药包装盒	13.16	14.88	n
烟盒外包装	1.07	0	n
蛋糕盘	11.47	13.04	n
硫酸瓶	13.8	9.45	n
塑料盘子	13.27	15.5	n
药包装盒	11.4	13.17	n
碎掉的废纸	13	16.56	n
牛奶利乐枕包装袋	13.01	15.5	n
猫罐头瓶	12.86	11.55	n
废纸渣	11.94	12.64	n
奶粉勺	13.15	9.99	n
抽纸包装袋	12.87	10.99	n
毛栗子	10.73	14.95	n
过期狗粮	12.58	10.74	n
鸡爪	13.8	7.53	n
木质家具	13.41	13.84	n
木质椅子	12.86	10.08	n
喝完的酸奶盒	14.14	12.34	n
使用过的锡纸	14.17	7.65	n
油笔芯	0.94	0	n
过期眼药水	14.39	6.5	n
果冻盒	13.55	8.25	n
糖袋	10.44	15.36	n
售后卡	12.07	12.38	n
贺卡	14.07	6.72	n
纸餐盒	12.91	9.94	n
石榴皮	10.29	15.36	n
肥皂袋	13.36	15.14	n
牛肉粒包装袋	12.96	9.81	n
面粉袋	10.53	15.38	n
衣服纸袋	1.07	0	n
购物纸袋	11.69	13.11	n
退货卡	13.68	7.88	n
银行刷卡单	10.3	15.35	n
速冻食品包装	13.35	9.85	n
塑料软壳	13.14	14.96	n
床垫子	12.66	11.47	n
螃蟹腿	13.44	13.71	n
绿植根	13.24	15.6	n
香烟包装	12.6	10.68	n
牙刷盒	12.96	9.83	n
厨房纸	13.93	7.9	n
卫生巾袋	13.64	13.95	n
干枯的花	11.43	13.12	n
鸡架	13.39	8.69	n
下水道滤网	12.17	12.19	n
塑料牛奶瓶	13.98	6.98	n
装卫生纸的塑料袋	11.23	14.18	n
硬纸盒	12.58	10.74	n
塑料一次性餐盒	11.36	13.7	n
火腿肠外包装	12.76	10.31	n
菜篮子	11.33	13.31	n
双黄连口服液	0.9	0	n
椰壳	14.01	11.04	n
调料瓶	13.06	10.2	n
木制家具	10.29	15.37	n
旧作业本	13.05	9.6	n
一次性吸管	0.95	0	n
工鞋	11.48	13.49	n
胶鞋	12.99	9.74	n
乳胶手套	12.34	11.83	n
废电线	11.62	12.75	n
空饮料瓶	10.25	15.41	n
一次性叉子	13.66	9.06	n
薯片筒	13.57	8.2	n
衣服商标	13.87	7.33	n
果酱玻璃瓶	14.01	6.91	n
泡脚包	11.48	13.02	n
卷纸筒	11.35	13.26	n
999感冒灵	11.88	12.26	n
夏进牛奶瓶	0.7	0	n
地铁卡	13.78	8.75	n
化妆品罐	13.21	9.17	n
菜单	13.64	9.11	n
梅核	0.88	0	n
废旧遥控器	11.71	12.58	n
水槽	12.37	11.21	n
香薰喷雾	13.78	7.59	n
手提纸袋	10.01	15.39	n
可降解纸浆盒	11.93	12.66	n
饮料玻璃瓶	12.93	10.52	n
塑料酸奶杯	13.83	8.6	n
医用橡胶胶手套	12.72	11.01	n
用过的创可贴	13.34	8.82	n
餐食包装纸	11.15	14.06	n
酒精湿巾	11.99	12.55	n
一次性食品袋	11.51	12.96	n
蒙牛风味酸牛奶盒	13.74	8.85	n
碘伏棉签	12.59	11.3	n
线绳	13.22	10.17	n
仙人球	13.1	10.7	n
香薰瓶	12.86	10.07	n
塑料封皮	11.17	13.59	n
缴费凭证	1.02	0	n
洗洁精桶	12.52	10.87	n
热水瓶胆	10.22	15.1	n
旧窗帘	13.08	9.51	n
使用过的竹签	11.89	12.23	n
茶叶袋子	14.05	7.99	n
脱毛膏说明书	10.02	15.38	n
香薰玻璃瓶	11.9	12.71	n
无纺布袋	12.86	10.06	n
滤网	13.78	8.73	n
零食塑料袋	0.71	0	n
香肠袋	12.76	10.92	n
筷子包装纸	10.8	14.21	n
冰淇淋棍	13.04	15.41	n
陶瓷烟灰缸	14.6	4.97	n
创口贴包装	12.53	10.86	n
鸡蛋盒子	11.68	13.14	n
腐烂披萨	13.29	8.96	n
塑料包装膜	14.02	8.07	n
一次性棉拖鞋	10.45	15.35	n
过期药盒	0.81	0	n
火锅料包装袋	11.71	13.07	n
猫罐头包装	13.91	8.38	n
过期豆奶粉	10.42	15.18	n
一次性棉签	12.33	11.86	n
办公打印纸	10.41	15.41	n
外卖纸餐盒	13.71	8.51	n
小吃包装袋	14.17	7.64	n
柠檬籽	13.05	10.22	n
冰淇淋塑料盒	11.69	13.11	n
装垃圾的塑料袋	10.96	13.94	n
吃过的食品袋	1.07	0	n
酒精棉签	14.12	7.77	n
核桃绿皮	10.3	15.35	n
火锅料袋子	12.87	10.65	n
鲜奶袋	12.61	11.24	n
快递盒上的胶带	13.77	7.61	n
娃哈哈吸管	10.41	15.4	n
火腿肠包装袋	13.67	7.9	n
海绵口罩	14.12	10.5	n
洗面巾	13.67	8.63	n
疙瘩汤	11.83	12.86	n
紙杯	11.51	13.44	n
酸奶袋子	12.66	11.15	n
鸡翅骨头	13.74	12.35	n
糖蒜皮	0.85	0	n
烟盒上的塑料薄膜	13.37	10.06	n
浓汤宝盒子	14.29	7.28	n
小纸张	13.9	8.42	n
脏快餐盒	14.59	6.35	n
钢化膜包装	12.77	10.29	n
防水纸	12.75	10.33	n
八宝粥塑料盖子	11.69	12.62	n
水槽过滤网	0.9	0	n
衣物吊牌	12.45	11.03	n
消毒片包装纸	12.88	10.03	n
卫生巾外包装袋	11.93	12.66	n
糖蒜	14.22	6.22	n
罐头盒子	13.53	14.4	n
火腿肠塑料袋	12.75	10.93	n
猫砂铲	12.22	12.09	n
过滤嘴香烟	12.01	11.99	n
塑料外包装袋	12.82	10.16	n
猫粮袋	13.63	8.02	n
枯萎的叶子	14.21	7.08	n
废餐巾纸	11.61	13.27	n
茶叶外包装袋	13.25	9.73	n
破运动鞋	11.96	12.08	n
过期袋装食品	12.43	11.64	n
医药包装	11.56	12.88	n
口服液盖	12.78	10.27	n
卷纸桶	12.98	10.75	n
游泳鼻塞	0.72	0	n
包着头发的卫生纸	14.01	6.89	n
塑料刀叉	13.85	7.38	n
洗脸扑	13.45	9.86	n
创可贴袋	12.32	11.88	n
药品内包装	13.2	9.85	n
线手套	13.26	10.5	n
锡皮纸	11.5	12.98	n
花生油瓶	11.75	12.99	n
油瓶	14.19	6.34	n
板栗皮	11.21	13.96	n
一次性化妆棉	10.56	15.34	n
菜油瓶	13.3	9.98	n
盼盼法式小面包袋子	12.21	12.1	n
塑料油瓶	12.14	11.72	n
海绵网	11.24	13.91	n
旧棉签	13.92	7.16	n
抽纸袋子	10.38	15.24	n
收银小票	11.18	14.01	n
肯德基盒子	12.14	12.25	n
喷瓶	13.83	8.59	n
用过的塑料袋	13.47	14.67	n
食物包装塑料盒	12.92	9.92	n
豆浆纸杯盖子	11.85	12.82	n
面包锡纸	13.22	17.2	n
铁茶叶盒	14.18	7.62	n
饲料包装	11.32	13.77	n
粽子包装袋	11.13	13.65	n
塑料瓶化妆品	0.85	0	n
西药袋	12.01	12.5	n
盼盼法式小面包的袋子	10.06	15.33	n
粽子包装	13.23	17.15	n
一次性洗脸巾	12.96	9.82	n
一次性袋泡茶	10.6	14.92	n
医用胶布	0.8	0	n
海绵拖把	12.1	12.32	n
脏地垫	14.32	9.47	n
衣物标签	13.22	9.82	n
自动铅笔	10.1	15.27	n
旺仔牛奶瓶	11.83	13.13	n
泡过的茶叶	13.22	14.64	n
过期眼影	0.69	0	n
一次性纸盒	14.6	4.95	n
卫龙辣条袋	13.22	17.36	n
酸奶纸质包装盒	13.07	16.3	n
速冻饺子盒	12.41	11.12	n
网兜	10.96	13.95	n
水池过滤网	13.29	8.96	n
过期洗发水	12.66	10.54	n
镍氢电池	14.33	5.89	n
调料包袋	14.61	4.94	n
牛肉肠	12.46	11.58	n
喝过的牛奶盒	12.43	11.07	n
传单纸	13.58	9.27	n
餐巾纸包装	12.63	11.2	n
化妆绵	13.73	7.73	n
尘土	12.8	10.81	n
巴旦木壳	10.28	15.38	n
洗发水空瓶	1.12	0	n
保湿喷雾瓶	10.27	15.39	n
火腿肠塑料皮	12.51	11.79	n
驴打滚儿	13.9	8.42	n
保湿喷雾	12.93	9.9	n
化妆品玻璃瓶	11.29	13.37	n
面霜盒	10.04	15.36	n
棉签包装	11.81	12.39	n
上好佳虾条包装袋	12.08	11.83	n
波士顿龙虾	13.62	9.17	n
保健品包装袋	12.54	11.41	n
布袋子	11.28	13.4	n
湿巾袋	13.29	10	n
母乳储存袋	12.38	12.06	n
平板壳	12.16	11.67	n
文具袋	12.87	10.04	n
过期的护肤品	12.17	12.19	n
尿不湿袋子	12.49	10.94	n
鲜花叶	12.92	10.54	n
可降解餐盒	13.73	8.46	n
卫生卷纸	12.31	12.21	n
脏棉签	12.11	12.3	n
特仑苏纯牛奶盒	13.49	14.59	n
陶瓷盘	12.08	11.85	n
硅胶床垫	10.56	14.98	n
紫外线灯	14.12	7.34	n
用过的易拉罐	11.99	12.55	n
